,names,scores,logfoldchanges,pvals,pvals_adj,log_pval
762,Pgr15l,-0.106637746,-0.32564974,0.9150763749748931,0.9949125519138148,0.03854265692162587
763,Baiap3,-0.10878625,0.020361047,0.9133720312997989,0.9949125519138148,0.03935229121613773
764,Cdhr1,-0.115076855,-0.08007135,0.9083842070860411,0.9949125519138148,0.04173042490915795
765,Mmel1,-0.1159382,-0.089039356,0.9077015196034801,0.9949125519138148,0.04205693749185039
766,Cdh23,-0.11679306,-0.15070778,0.9070240421785157,0.9949125519138148,0.0423812010908662
767,Rbm20,-0.12478609,-0.047787674,0.9006929024683296,0.9949125519138148,0.04542325951779969
768,Sh3rf2,-0.124946676,-0.061493132,0.9005657648339263,0.9949125519138148,0.04548456684045977
769,Galr1,-0.1256661,-0.07249756,0.8999962452738582,0.9949125519138148,0.045759302405392804
770,St14,-0.12715277,-0.103560396,0.898819487251713,0.9949125519138148,0.04632752023806599
771,C1qtnf7,-0.12716737,-0.1865365,0.8988079326251084,0.9949125519138148,0.046333103275484566
772,Abhd12b,-0.12720872,-0.21219397,0.8987751946328971,0.9949125519138148,0.04634892221498385
773,Irx6,-0.12740014,-0.19917396,0.8986237034225426,0.9949125519138148,0.04642213000090246
774,Pif1,-0.13481002,-0.06780397,0.8927620885222487,0.9949125519138148,0.04926426049338496
775,Cyp19a1,-0.13771686,-0.18098567,0.8904641916542023,0.9949125519138148,0.05038354018688739
776,Il31ra,-0.13774525,-0.16094124,0.8904417557587545,0.9949125519138148,0.050394482691295574
777,Ebf3,-0.13857497,-0.12929143,0.8897860254156407,0.9949125519138148,0.05071441937077168
778,Frem3,-0.13879152,-0.41799992,0.8896148941071956,0.9949125519138148,0.05079795465767896
779,Col6a5,-0.14043312,-0.17992471,0.8883177968952243,0.9949125519138148,0.05143163698372487
780,Barx2,-0.14179084,0.044923473,0.8872452258475464,0.9949125519138148,0.05195632885683583
781,Lama1,-0.14621681,-0.09456913,0.8837502416600465,0.9949125519138148,0.05367045443791793
782,Nts,-0.14689972,-0.08664182,0.8832111749413686,0.9949125519138148,0.053935444614118984
783,Pld5,-0.14780486,0.037935827,0.8824967708383064,0.9949125519138148,0.05428687507291094
784,Apela,-0.14821202,-0.19872153,0.882175448150601,0.9949125519138148,0.05444503325120762
785,Lhx5,-0.15968612,-0.26037848,0.8731283316720104,0.9949125519138148,0.05892191936320709
786,Tfap2b,-0.1600868,-0.42485607,0.872812707340124,0.9949125519138148,0.05907893945051021
787,Apold1,-0.16655989,-0.08879985,0.8677163615373528,0.9949125519138148,0.061622213475478395
788,Pou4f1,-0.16661584,-0.081050046,0.8676723245563475,0.9949125519138148,0.06164425466775727
789,Zfp57,-0.1735561,-0.11743953,0.8622143262905252,0.9949125519138148,0.06438476531739985
790,D930028M14Rik,-0.17830245,-0.10064286,0.858485453341343,0.9949125519138148,0.0662670593698189
791,Adamts19,-0.17985077,-0.18269183,0.8572697239195494,0.9949125519138148,0.06688251392269613
792,Ndst4,-0.1834819,0.0010975309,0.8544199196019208,0.9949125519138148,0.06832863523083661
793,Scn5a,-0.18496372,-0.06573821,0.8532574982754072,0.9949125519138148,0.0689198865297519
794,Foxd2,-0.1904546,-0.20838842,0.8489529098788391,0.9949125519138148,0.07111639873950333
795,Lepr,-0.19076525,-0.22796364,0.8487095191899547,0.9949125519138148,0.07124092671637718
796,4930509J09Rik,-0.19172473,-0.44428095,0.8479578318122813,0.9949125519138148,0.07162574428407077
797,1700057H15Rik,-0.1919648,-0.4101618,0.8477697727158156,0.9949125519138148,0.07172207228862003
798,Sla,-0.19464213,-0.09070797,0.8456731222344723,0.9949125519138148,0.07279747223568346
799,Slc6a5,-0.2001241,-0.18525817,0.8413835255642126,0.9949125519138148,0.0750059957972732
800,Abi3bp,-0.2005572,-0.16683137,0.8410448215353532,0.9949125519138148,0.0751808588670412
801,Lgr5,-0.20203577,-0.22077541,0.8398887562062654,0.9949125519138148,0.07577823270614041
802,Ptgs2,-0.2051016,-0.06449822,0.8374927517460741,0.9949125519138148,0.07701894296610867
803,B020031H02Rik,-0.20994607,-0.14958607,0.833709763193673,0.9949125519138148,0.07898511264916828
804,Ptpru,-0.21096072,-0.004458544,0.8329179288827624,0.9949125519138148,0.07939778945673671
805,Skor1,-0.21144816,-0.21862215,0.8325375794917604,0.9949125519138148,0.07959615398073457
806,Wif1,-0.21194129,-0.23742649,0.832152839963094,0.9949125519138148,0.0797969003240693
807,Akain1,-0.21207187,-0.18561965,0.8320509666531399,0.9949125519138148,0.07985007051421746
808,Fgf3,-0.21272883,-0.44434276,0.8315384791694609,0.9949125519138148,0.0801176491452384
809,Ltbp1,-0.21372968,-0.013257834,0.83075786436565,0.9949125519138148,0.08052553878299887
810,Dmbx1,-0.22221664,-0.24401282,0.8241452387174271,0.9949125519138148,0.0839962460513656
811,Pax8,-0.22340566,-0.42947707,0.823219798593654,0.9949125519138148,0.08448419325464226
812,Olig3,-0.22436272,-0.4499585,0.8224750798450629,0.9949125519138148,0.08487725185790772
813,Ecm2,-0.227272,-0.080544375,0.8202122455584526,0.9949125519138148,0.08607375109490804
814,Corin,-0.23132731,-0.15821417,0.8170605294231601,0.9949125519138148,0.08774576890120842
815,Gas2l3,-0.23210107,-0.20399192,0.8164595162055001,0.9949125519138148,0.08806534469883272
816,Frem1,-0.23303297,-0.2355155,0.8157357976757308,0.9949125519138148,0.08845047873500474
817,Ndnf,-0.25551727,-0.112882905,0.7983236107478282,0.9949125519138148,0.09782102610179036
818,Fibin,-0.25682306,-0.07785016,0.7973153553114511,0.9949125519138148,0.09836987184943097
819,Plscr4,-0.26350138,-0.01556922,0.7921641691434387,0.9949125519138148,0.10118480532380983
820,Baz1a,-0.26683727,-0.052422084,0.7895944569994174,0.9949125519138148,0.10259590910110439
821,Scube2,-0.27451724,-0.1710102,0.7836871683458632,0.9949125519138148,0.10585726406812149
822,Upk1b,-0.2800049,-0.38121554,0.7794737634737041,0.9949125519138148,0.10819849826905324
823,Tshr,-0.2865161,-0.083572,0.7744828718912888,0.9947827095139826,0.11098818245655427
824,Pitx2,-0.28750476,-0.4252179,0.7737258458829155,0.9947827095139826,0.11141289553370137
825,Gxylt2,-0.28781623,-0.46613374,0.7734874179063911,0.9947827095139826,0.11154674644847697
826,Trhr,-0.29605177,-0.29043522,0.7671905558929645,0.9947827095139826,0.11509675196463054
827,Itgad,-0.29649702,-0.31477785,0.7668505346183638,0.9947827095139826,0.11528927531569387
828,Igsf1,-0.29665032,-0.093238235,0.7667334884973575,0.9947827095139826,0.11535556771808429
829,Frmd7,-0.30543655,-0.23037088,0.7600336759995439,0.9947827095139826,0.11916716432873935
830,Npas3,-0.30551767,0.008149922,0.7599719125929498,0.9947827095139826,0.11920245828671346
831,Gabre,-0.3059735,-0.23693757,0.7596248307280228,0.9947827095139826,0.11940084742118647
832,Rab38,-0.30749017,-0.30788577,0.7584702986352666,0.9947827095139826,0.12006142132598864
833,Pou4f2,-0.31859443,-0.36551917,0.7500340704001398,0.9947827095139826,0.12491900827402878
834,Adamts18,-0.3317588,-0.14046201,0.7400713951854985,0.9913070521719626,0.13072638156708097
835,Cngb3,-0.33795613,-0.2591141,0.7353962448758147,0.9913070521719626,0.1334785920818916
836,Dsg2,-0.33852795,-0.2645836,0.7349653806727979,0.9913070521719626,0.13373311715643704
837,Ror2,-0.33945173,-0.33314368,0.7342694515010157,0.9913070521719626,0.1341445397760013
838,Gpc3,-0.34114605,-0.12263609,0.7329936396498664,0.9913070521719626,0.13489979381310174
839,Pamr1,-0.34156293,-0.086614646,0.7326798380846875,0.9913070521719626,0.13508575923080554
840,Fbln5,-0.3492672,-0.31139022,0.726888707270274,0.9884618773283653,0.13853207816209379
841,Lmod2,-0.3520735,-0.8292769,0.7247831451667979,0.9868064635788142,0.13979191473268548
842,Osr1,-0.35582384,-0.1717247,0.7219724866614561,0.9868064635788142,0.14147935245637616
843,Gli2,-0.36168864,-0.038794164,0.7175847124735105,0.9866323891017353,0.1441268221366483
844,Ly6g6e,-0.37524962,-0.0858788,0.707474831630375,0.9764031527221696,0.1502890055258912
845,Atp10a,-0.37824813,-0.20991065,0.7052462830431991,0.9747478836300141,0.1516591940886996
846,Igf2bp2,-0.39248064,-0.3488333,0.6947031056894675,0.9635644824232189,0.15820075959579968
847,Col12a1,-0.39473623,-0.15248525,0.6930375719956761,0.9624559281089952,0.1592432201240101
848,Sall3,-0.4026254,-0.04461516,0.6872238024910255,0.955576526367371,0.16290180681434885
849,Sim1,-0.4057245,-0.62854064,0.6849450408711826,0.9547979177012345,0.16434427435273802
850,Gata3,-0.40778947,-0.20306633,0.6834282501370924,0.9547979177012345,0.16530707320322607
851,Vgll3,-0.434265,-0.40979546,0.6640960238723979,0.9339375728129544,0.17776911999522668
852,Arhgef38,-0.436759,-0.7863563,0.6622861297411126,0.9325727378230368,0.17895434028751456
853,Slc24a4,-0.4415013,-0.098779485,0.6588501252192112,0.9321756127797111,0.18121336718596356
854,Mctp2,-0.45130706,-0.22905314,0.6517682684580255,0.9270806852832394,0.18590678711886244
855,Lhx8,-0.4550501,-0.40853396,0.649073196223662,0.9268187261071037,0.1877063248890721
856,Nfam1,-0.46022955,-0.26113033,0.6453514643454039,0.9253561863398286,0.19020370016482802
857,Nr5a2,-0.46809036,-0.40788355,0.6397199658939994,0.9206332669795768,0.19401009458136648
858,Itga2,-0.46856323,-0.61244524,0.6393818728289262,0.9206332669795768,0.19423968061041497
859,Mirt1,-0.47877207,-0.6250066,0.63210078949432,0.9179921269649537,0.19921366723779257
860,Wnt5a,-0.48382905,-0.24302967,0.6285071996501179,0.916170200964892,0.2016897430370386
861,Asb2,-0.49391705,-0.2595231,0.6213647653233956,0.9111895493902397,0.20665337718254323
862,Mylk,-0.4989943,-0.1465676,0.6177833994014461,0.9111895493902397,0.20916376590380106
863,Ngf,-0.5045874,-0.28225842,0.613848668301546,0.909704996712702,0.21193868198940954
864,Aldh1a3,-0.51610446,-0.3257414,0.6057814364870084,0.907958481445812,0.21768403928111257
865,Pla2g5,-0.51952314,-0.31661555,0.6033959986617663,0.9065657218323606,0.21939757411608005
866,Moxd1,-0.5250659,-0.08202922,0.5995373676740975,0.9027881509707999,0.22218374322583603
867,Tnnt2,-0.54162866,-0.19236445,0.5880743619317256,0.9011732635946856,0.230567753966926
868,B930025P03Rik,-0.55207753,-0.56871325,0.580895217027105,0.8951103829640966,0.2359021994013527
869,Rab37,-0.5608646,-0.18359238,0.5748898348671254,0.888448045377436,0.24041537042889866
870,Ttc29,-0.5620366,-0.2775268,0.5740910831290477,0.888448045377436,0.24101919860864754
871,Foxa2,-0.57352287,-0.6363746,0.5662907168308429,0.8861253329564316,0.24696055767805228
872,Prdm13,-0.57499087,-0.9589865,0.5652974537231065,0.8861253329564316,0.2477229707339283
873,Crybg1,-0.5823951,-0.4547603,0.5603005879917146,0.8835305674910643,0.2515789217740467
874,Col15a1,-0.58706194,-0.25473604,0.5571621037427626,0.8805221867115353,0.25401843046613454
875,Wnt7a,-0.5974176,-0.07067532,0.5502286076125787,0.8770501909003945,0.25945683342052883
876,Nkx2-4,-0.5981662,-0.32390168,0.5497290361520943,0.8770501909003945,0.25985132341703443
877,Slitrk6,-0.604486,-0.47008362,0.5455205669532013,0.8720479854460528,0.2631888712059681
878,Esr2,-0.60698974,-0.7232395,0.5438577063093992,0.8706425240774388,0.26451471325805803
879,Gpr50,-0.60887957,-0.34032223,0.5426042874363184,0.8698894131915581,0.26551677894416437
880,Hoxb3,-0.6179448,-0.68952006,0.536611733246009,0.8665343541225523,0.2703398355248952
881,Edaradd,-0.61857253,-0.17960612,0.5361979886011414,0.8665343541225523,0.2706748194860441
882,Gpc4,-0.6231299,-0.07325071,0.5331991530445348,0.8665343541225523,0.2731105491088481
883,Nxph2,-0.6236701,-0.41770768,0.5328442747507899,0.8665343541225523,0.27339969622311255
884,Nmur2,-0.6272639,-0.566803,0.5304862613211395,0.8665343541225523,0.275325859094742
885,Prss23,-0.6336648,-0.23246847,0.5262995944582707,0.8649400145101709,0.27876696462950773
886,Stk32b,-0.64509755,-0.44423148,0.5188639688995803,0.8557287988163059,0.28494648665985556
887,Stk31,-0.64813906,-0.57336825,0.5168950255720788,0.8557287988163059,0.28659764731962206
888,Tspan18,-0.6491115,-0.08779939,0.5162663063479556,0.8557287988163059,0.2871262178632002
889,Tpbgl,-0.6554816,-0.21779495,0.5121577340173358,0.8530843215791005,0.29059626468140215
890,Ttn,-0.6600479,-0.84383684,0.5092231059024133,0.8494697757621338,0.29309189854106243
891,Plpp4,-0.668972,-0.23127002,0.5035133379041227,0.8412079976112485,0.2979890206387878
892,Gabra6,-0.6690815,-0.6247193,0.5034434931210849,0.8412079976112485,0.2980492679164805
893,Cnga3,-0.6695211,-0.72999704,0.5031631307642195,0.8412079976112485,0.29829118928830417
894,Megf11,-0.68600595,-0.29307416,0.4927093589525311,0.829394087570094,0.3074091882774804
895,Scn7a,-0.6872509,-0.5570507,0.49192461669227494,0.8293296648636076,0.3081014441084496
896,Agtr2,-0.6926826,-0.8189345,0.4885087509930087,0.824822526372694,0.31112765205997966
897,St8sia2,-0.6933185,-0.17899036,0.4881097024222164,0.824822526372694,0.31148255954989074
898,Lhx9,-0.6959431,-0.42729864,0.48646447126369585,0.824822526372694,0.3129488727595998
899,Tcf7l2,-0.69678336,-0.032821283,0.485938387443998,0.824822526372694,0.3134187918269056
900,Adgrg2,-0.70390046,-1.1904737,0.4814947853693393,0.82298570237744,0.31740841196122116
901,4921534H16Rik,-0.7193179,-0.4180748,0.47194505552369725,0.8091527109364623,0.32610855956897006
902,Dnah11,-0.7334572,-0.5174438,0.4632796337203611,0.7979901907958468,0.3341567914378514
903,Lgr6,-0.7420212,-0.42055017,0.45807449350338525,0.7939481470862105,0.33906388992906944
904,Antxr2,-0.7615913,-0.5087039,0.44630394901814396,0.7808562005656031,0.35036927038734134
905,Aldh3b2,-0.7622613,-0.306009,0.44590408364123,0.7808562005656031,0.3507585503130273
906,A830019P07Rik,-0.76447386,-0.5606539,0.4445849137739827,0.7803062230693439,0.3520452784248689
907,Abcc9,-0.77330554,-0.14235285,0.4393415925625115,0.7723235907230226,0.35719768003691943
908,Ano1,-0.78379416,-0.37793994,0.43316088885421056,0.7633064868293572,0.36335076377713427
909,Fli1,-0.78855675,-0.20451984,0.43037112203723193,0.7601626654743476,0.3661568775847874
910,Zic5,-0.79322034,-0.13195795,0.42764945062986914,0.7577648160283647,0.3689120815410194
911,Kazald1,-0.8012896,-0.223103,0.4229639990001265,0.7506597490241861,0.37369659645702613
912,Rspo3,-0.8014356,-0.40393162,0.42287950632528626,0.7506597490241861,0.37378336121276495
913,Pdgfd,-0.80375445,-0.4899851,0.4215388068710436,0.7505282282591819,0.375162438040049
914,Mamdc2,-0.80396044,-0.3310307,0.4214198168202412,0.7505282282591819,0.3752850460100151
915,Smoc2,-0.8138538,-0.2793096,0.415728712899728,0.7425636656456557,0.3811899792867195
916,Cdh3,-0.8161037,-0.4992058,0.4144408372338554,0.7414553464844015,0.38253745762694924
917,Tgfbr2,-0.8257286,-0.18946618,0.40895808312428117,0.7340103882892994,0.38832120348588706
918,Gnrh1,-0.8362456,-0.61796093,0.4030167384773137,0.7256914042922131,0.39467691594978316
919,Slc35d3,-0.83738595,-0.26513708,0.4023756466335844,0.7256914042922131,0.3953683123773537
920,Kcnh8,-0.8492924,-0.5832649,0.39571862058244434,0.7171996532905313,0.40261351347938695
921,Sox14,-0.8525058,-1.3657825,0.3939334156669314,0.7163092434302437,0.40457717830678924
922,Slc6a4,-0.8712478,-0.8020188,0.38361883709276656,0.7068002122886629,0.4161000755248736
923,Tfap2a,-0.89887834,-0.5320049,0.3687174700800001,0.6838992817033509,0.4333062847437688
924,Gnb3,-0.93406546,-0.37656108,0.35027011357492244,0.656752345844487,0.4555969168165088
925,Pappa,-0.9366487,-0.71418667,0.3489392809106421,0.6559586143683982,0.4572501382547065
926,Slc12a8,-0.9731279,-0.52069783,0.33048973929474224,0.6308833339458052,0.4808420194970956
927,Styk1,-0.9950063,-0.33132818,0.3197331894906048,0.6145736566160241,0.4952122800108051
928,Rab33a,-1.0084635,-0.07097105,0.3132320121838851,0.6041679957227366,0.5041338596269778
929,Klk6,-1.0187429,-0.24859019,0.3083250449667355,0.5978169720035656,0.5109911964895777
930,Ret,-1.0430967,-0.59683245,0.2969035198762344,0.580739103138198,0.52738465368801
931,Zic3,-1.0522325,-0.34928986,0.2926928969005641,0.5745261633507539,0.5335878169386736
932,Fgd5,-1.066701,-0.34125033,0.2861068570215527,0.5637617047740655,0.5434717334882138
933,Eya4,-1.089698,-0.37211502,0.27584623311648904,0.548238220022217,0.5593329422768147
934,Drd3,-1.0948985,-0.7480713,0.2735611262313412,0.544670987890717,0.5629456169764036
935,Egflam,-1.0981054,-0.52166355,0.27215846882215244,0.5428510931084585,0.5651781470882105
936,Calcrl,-1.1208119,-0.38468814,0.2623679313023851,0.5290213642049907,0.5810892489820919
937,Adcy7,-1.1308383,-0.3242822,0.2581231669284164,0.5214087971954011,0.5881730151475157
938,Plscr5,-1.1490637,-0.9549861,0.2505297275400954,0.5079170206150474,0.6011407339060308
939,Hrh2,-1.1491269,-0.7059269,0.2505036441730564,0.5079170206150474,0.6011859519015748
940,Smpdl3b,-1.1531944,-0.50452286,0.24883059601011226,0.5063201321744226,0.6040962201974351
941,Vit,-1.1751304,-0.25960708,0.23994254147847582,0.49093216129389805,0.6198927453985118
942,Cdc14a,-1.1771954,-0.2094226,0.2391175291990516,0.4901468172327423,0.6213885855095991
943,Fst,-1.1781776,-0.36250302,0.23872581674254245,0.4901468172327423,0.6221006121514081
944,Pim1,-1.1973852,-0.214209,0.23115645849157496,0.47735097655044567,0.6360939679058999
945,Kirrel,-1.2039815,-0.4763243,0.22859670899414175,0.4738263874859916,0.6409300262415785
946,Alk,-1.2738011,-0.47838888,0.20273391774359617,0.4290235859297816,0.6930735869921812
947,Foxo1,-1.2974833,-0.09292082,0.19446494084370702,0.41492407808802195,0.7111586841611374
948,B230323A14Rik,-1.3305292,-1.1197278,0.18334394998427106,0.39475800083822704,0.7367334163922097
949,P3h2,-1.361499,-0.311519,0.1733560827809959,0.3776443293523264,0.7610609150582115
950,Insm2,-1.3820536,-0.6235618,0.16695522497433035,0.36585257385893694,0.7773999848635087
951,Pde5a,-1.3944734,-0.51212484,0.16317467592814516,0.35905106212027377,0.7873472411584638
952,Vipr2,-1.4159967,-0.77996033,0.15677648663312552,0.3483573532988049,0.8047190723354103
953,Col6a3,-1.4295187,-0.70952475,0.15285520795988308,0.34100830530809256,0.8157197597530194
954,Adamts12,-1.4600455,-1.8347713,0.1442775768567176,0.3256754952464,0.8408011602723988
955,Fzd2,-1.4600958,-0.19122747,0.14426375805241176,0.3256754952464,0.8408427586829905
956,Adra1a,-1.471801,-0.29613692,0.1410746183479694,0.32249773865142795,0.8505511159620154
957,Cnmd,-1.4791006,-0.5284834,0.13911343376935148,0.3206001542928482,0.8566309294601806
958,Ebf1,-1.5036596,-0.5529547,0.13266904408345542,0.30647038374247904,0.8772304000599846
959,Layn,-1.5230715,-0.41883957,0.12774080543641134,0.29752627849025787,0.8936703498385459
960,Zbbx,-1.5375053,-0.8566557,0.12416963607088853,0.2910389571197408,0.9059845917525464
961,Tbx3,-1.5395086,-0.5899454,0.12368019163394312,0.2906519810197507,0.907699850515825
962,Cdh6,-1.5484067,-0.4437042,0.12152440343283487,0.28665310448806697,0.9153365022136245
963,Alpk2,-1.6280475,-1.0347139,0.10351483003781431,0.2516520266345989,0.9849974266108215
964,Comtd1,-1.6819644,-0.35741594,0.09257573251730065,0.22704556032388748,1.0335028428543993
965,Arntl,-1.7132001,-0.15607572,0.08667573115336162,0.21351826454852496,1.062102486163852
966,Ptprc,-1.7268065,-0.7216695,0.08420242018998832,0.2078864196246156,1.0746754256018747
967,Gcnt4,-1.7296274,-0.43756464,0.08369687093733727,0.20709849356655166,1.0772907780885794
968,Cp,-1.7343323,-0.6863052,0.08285912965498651,0.20548324340779023,1.0816596328048247
969,Ctsc,-1.7617966,-0.84817386,0.07810367467503834,0.19587625860940766,1.1073285326585631
970,Maged2,-1.8036442,-0.12806062,0.07128710673313433,0.17918546511428107,1.1469890112560512
971,Onecut2,-1.8058892,-0.97952795,0.07093564936679261,0.178706363824278,1.149135451245183
972,Hmcn1,-1.8069801,-0.8575171,0.07076538618408616,0.17868260011481754,1.150179118936379
973,Prom1,-1.8445348,-0.2726402,0.06510525066540239,0.1647652243491163,1.1863839846567714
974,Lhfpl5,-1.8477823,-0.8423571,0.06463385458958683,0.16394569052290175,1.189539943147893
975,Npbwr1,-1.893029,-0.9942928,0.05835401515600752,0.15077049032168455,1.2339292561549375
976,Car12,-1.9025646,-0.7545495,0.057097375401398656,0.1485601500490724,1.2433838545367635
977,Fat2,-1.9029791,-0.61970526,0.057043271937429044,0.1485601500490724,1.243795571802461
978,Tshz3,-1.9106234,-0.19676416,0.05605299864101396,0.14652913291803885,1.251401149199055
979,Tgfb2,-1.9110881,-0.23426549,0.0559932587540565,0.14652913291803885,1.2518642562463904
980,Zbtb16,-1.9184493,-0.12473227,0.055054062685478654,0.14528518680182134,1.2592106269777528
981,Dach2,-1.9229256,-0.864387,0.05448939742987449,0.14413742986807276,1.2636879947078827
982,Frem2,-1.9418379,-0.5109696,0.05215672231966043,0.13862707774436062,1.282689708748754
983,Itga9,-1.9496541,-0.46621257,0.05121735423284003,0.13645678789612775,1.2905828599120222
984,Col26a1,-1.987182,-0.9244194,0.04690222796177512,0.12592810155229875,1.3288065268260025
985,Fbn1,-1.9980576,-0.95457953,0.045710418237305074,0.12356271207213124,1.3399848050217007
986,Ptpn14,-2.0213294,-0.32813555,0.04324567704665539,0.11833977142569985,1.364057299265448
987,Lcp1,-2.0814486,-0.17199074,0.03739286101355675,0.10308552999022719,1.4272113047076413
988,Arhgap28,-2.086243,-0.76951367,0.03695663259652808,0.10213636521080273,1.4323076075647956
989,Epha1,-2.1036394,-1.1946743,0.03540992162891188,0.09810579284219725,1.450875034444057
990,Ednra,-2.1087313,-0.39110348,0.034967792793311296,0.09761109998333882,1.4563317799852347
991,A2m,-2.1248915,-0.5482266,0.033595659198980624,0.09401707146112713,1.473716832958796
992,Pcdh18,-2.2138953,-0.83903277,0.026835988281661324,0.07704078289644892,1.5712824064373567
993,Vcan,-2.2532976,-0.5827598,0.02424039988716114,0.07013303196519799,1.6154602200109092
994,Nkx2-2,-2.2668495,-0.18785222,0.023399420503089824,0.06805433554694448,1.6307948979499738
995,Svep1,-2.3066428,-1.1210836,0.021074747614891292,0.06177848179457579,1.6762376176577325
996,Zim1,-2.319987,-1.189479,0.020341574756084738,0.05978700940214324,1.6916154289253353
997,Pde3a,-2.3874123,-0.5142481,0.016967446276335174,0.05081087011592555,1.7703835172317142
998,Adamtsl3,-2.4015288,-0.72992593,0.01632671750829031,0.04902427878840685,1.7871011215298511
999,Gpr4,-2.4201486,-0.73467964,0.015514169484936476,0.04696523786856791,1.8092714684048785
1000,Stard5,-2.4418566,-0.4703842,0.01461194891531412,0.04435485039593985,1.8352918547899848
1001,St3gal1,-2.4521952,-0.4542836,0.014198760159843228,0.04321869188379678,1.8477495766906693
1002,Itga4,-2.503143,-1.2004488,0.012309581060234366,0.03788350293052737,1.9097567274362324
1003,Sytl5,-2.549393,-0.4639773,0.01079106154012628,0.033582267145883186,1.9669358307255602
1004,Tal1,-2.6194916,-0.983421,0.008806095188378148,0.02779423793831853,2.055216624399552
1005,Lypd6,-2.6460507,-0.2242254,0.008143762742401625,0.02585062973373773,2.0891748874099085
1006,Nkd1,-2.766268,-0.19282614,0.005670191548465372,0.01858284014851041,2.246402269672104
1007,Ccdc141,-2.7871602,-0.39579573,0.005317219151050257,0.017529467290257672,2.2743154397177108
1008,Col11a1,-2.812373,-0.7003421,0.004917745944166059,0.016309300728264156,2.3082339111192085
1009,Colgalt2,-2.8461106,-0.6883509,0.004425681331254689,0.01476556143851039,2.354019860417819
1010,Sema3d,-2.9702957,-0.43084636,0.0029751318139975454,0.010077351967534369,2.526493787977919
1011,Col5a2,-3.0036077,-0.8324931,0.0026679908422861916,0.009092447318343433,2.5738156654419204
1012,Dnah9,-3.0683599,-1.1299957,0.0021523734277756673,0.007496197110529049,2.6670823781947846
1013,Ctxn3,-3.0818136,-1.1511872,0.0020574359523376556,0.007214180505474516,2.686673675425183
1014,Slc7a10,-3.1326423,-0.4276544,0.0017324051490090514,0.006129624587735848,2.7613505341416325
1015,Plekha2,-3.2026093,-0.22337489,0.0013618860534773884,0.004880823888430254,2.865859227530547
1016,Dpf3,-3.2306972,-0.61020964,0.0012348867469643486,0.004454412908692828,2.90837287027783
1017,Fam20a,-3.34262,-0.43394315,0.0008299150638143285,0.003094079315093017,3.080966352448348
1018,Grik4,-3.4413586,-0.3191936,0.0005788007773703727,0.0021947019237490923,3.237470894264409
1019,Lama4,-3.5326924,-1.0102897,0.0004113507015179445,0.0015923715309631929,3.385787757710862
1020,Fat4,-3.5447586,-0.88386583,0.00039297275573518445,0.001526548012663601,3.405637557624606
1021,Adgrv1,-3.656789,-1.3192506,0.0002553943030334845,0.0010097618173316772,3.592788794577365
1022,Adam18,-3.766784,-1.386639,0.00016536403960757583,0.0006632471047076417,3.781558927056563
1023,Emx2os,-3.7947607,-1.333714,0.0001477859413364093,0.0005970552029990935,3.830366877784357
1024,Bmp2,-3.827135,-0.91362685,0.00012964338804412313,0.0005295360445478705,3.88724962782773
1025,Pdgfc,-4.0184793,-0.447164,5.857492800725557e-05,0.00024557262270211676,4.232288236509418
1026,Adam12,-4.0542326,-0.90524423,5.029913219204012e-05,0.0002124803645070592,4.298439507736508
1027,Lama3,-4.0591702,-0.9815812,4.924736072137782e-05,0.00020883136550172045,4.307617039376637
1028,Boc,-4.0649786,-0.52812195,4.8036899663464887e-05,0.00020447891006172218,4.318425030047213
1029,C230014O12Rik,-4.239983,-0.9844787,2.2353659261705493e-05,9.663391221694476e-05,4.65065137333362
1030,Zfp521,-4.2990365,-0.4282301,1.7154213408952963e-05,7.47385533229284e-05,4.765629191334609
1031,Gata2,-4.352652,-1.0809408,1.345006012514503e-05,5.9063307506071645e-05,4.871275774251882
1032,Pdlim1,-4.5112658,-0.35008106,6.444189940948174e-06,2.8868931549973474e-05,5.190831667338795
1033,Homer3,-4.5676394,-0.30921617,4.93247240931707e-06,2.2186141079964636e-05,5.306935335374273
1034,Itih3,-4.5862403,-0.56968933,4.512987458494939e-06,2.046501659750154e-05,5.345535873374162
1035,Ddc,-4.7286534,-0.32437366,2.2601382744585234e-06,1.0462556762180915e-05,5.645864990057328
1036,Epb41l4a,-5.248944,-0.6010122,1.5297374496537253e-07,7.294155822168622e-07,6.815383101176577
1037,Kit,-5.286539,-1.0173838,1.2465226190664365e-07,6.021246216447005e-07,6.904299836497061
1038,Adamts16,-5.5687904,-1.1789113,2.5651367513263092e-08,1.2722620226444328e-07,7.590889477038213
1039,Abca8a,-5.6246696,-1.1499909,1.8586348088267964e-08,9.34363471767679e-08,7.730805933569434
1040,Matn2,-5.658194,-0.7979597,1.5297418984041746e-08,7.725196586941082e-08,7.815381838172287
1041,Mecom,-5.7658,-1.1541766,8.127133402773987e-09,4.1418556011384857e-08,8.090062611464948
1042,Rreb1,-5.9450173,-0.7256834,2.7642740176723937e-09,1.4555016273147058e-08,8.55841890830778
1043,Qpct,-6.096211,-0.7838509,1.086120757087978e-09,5.773589287678198e-09,8.96412188632965
1044,Adamts9,-6.155329,-0.9459379,7.492164833300706e-10,4.001824581633213e-09,9.125392676384166
1045,Shroom3,-6.538396,-0.7489841,6.21821194106099e-11,3.4542167332593797e-10,10.2063344795806
